ID,Herausforderungsvorschlag,Rahmenbedingungen,Zielgruppe,Sektor,Eingereicht von,Bundesland,PLZ,Kontakt anfragen,,
100698,Wie können Menschen mit geistigen Einschränkungen an der digitalen Welt teilhaben ohne ihre Datensicherheit zu gefährden? Durch die gestiegenen Sicherheitsanforderungen wird z.B. die Teilnahme am Geldverkehr immer schwieriger.  Geeignete Sicherheitsmechanismen fehlen.,,Erwachsene Menschen mit geistigen Einschränkungen in allen Altersgruppen.,Bürger:innen,Einzelperson(en),Nordrhein-Westfalen,41515,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100698,,
100381,"Wie können wir als Kommunen einfach und schnell an alle Bürger*innen kommunizieren? Wie können Bürger*innen sowohl lokal begrenzt (innerhalb eines Dorfes) als auch übergreifend (im Landkreis) kommunizieren, Hilfe anbieten und Informationen weitergeben (schwarzes Brett)?",,Alle in Deutschland lebenden Personen,Bürger:innen,Einzelperson(en),Nordrhein-Westfalen,53902,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100381,,
100380,Wie können wir mehr gesunde (evtl. vegetarische o. vegane) Alternativen in öffentlichen Kantinen/ Schulen anbieten um die Gesundheit im Hinblick auf die Pandemie zu stärken?,,Kantinenbetreiber,Bürger:innen,Einzelperson(en),Nordrhein-Westfalen,51643,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100380,,
100627,Wie können wir alle Menschen in Deutschland mit der Botschaft zur Kontaktreduktion wirklich erreichen?,,"An alle, die bisher nicht gut adressiert wurden",Bürger:innen,Einzelperson(en),Nordrhein-Westfalen,53894,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100627,,
100711,"Wie können wir die aktuelle Corona-""Inzidenz"" statistisch belastbar bestimmen, so dass eine seriöse Hochrechnung möglich wird?",,"Betroffene der Corona-Maßnahmen, z.B. Restaurants",Bürger:innen,Einzelperson(en),Nordrhein-Westfalen,33332,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100711,,
100330,"Wie können wir Unternehmen dafür gewinnen, ihre Produkte so zu gestalten, so dass sie bereits bei Ihrer Entwicklung auf Ihre Recyclingfähigkeit überprüft und bewertet werden?",,Unternehmen,Bürger:innen,Einzelperson(en),Nordrhein-Westfalen,59757,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100330,,
100319,"Wie können wir Kommunen und Unternehmen dafür gewinnen, ihre Unternehmenspraxis zero waste zu gestalten? Mit welchem Tool können wir die Erfolge sichtbar machen und Leuchttürme vorstellen?",,Recycel-Firmen Entsorger,Bürger:innen,Einzelperson(en),Nordrhein-Westfalen,59757,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100319,,
100537,"Wie können wir nicht genutzte Rasenflächen und nur für einen begrenzten Zeitraum verwendete Parkplatzflächen im direkten Umfeld von öffentlichen Gebäuden und Firmen umgestalten, um diese sinnvoll zum Erhalt der Artenvielfalt und als Mittel gegen den Klimawandel einzusetzen?",,"Juristische Personen des öffentlichen Rechts und deren örtliche Einrichtungen (Behörden, Gerichte, Kirchen), große Konzerne",Bürger:innen,Einzelperson(en),Nordrhein-Westfalen,32351,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100537,,
100270,Wie können wir schnell und effizient erste Schritte zur CO2 Reduktion umsetzen? Am Besten doch durch eine schnelle Ausweitung von robuster Begrünung/ Pflanzung robuster Bsumsorten. Das geht relativ schnell und hat einen grossen Effekt,,Kommunen in erster Linie,Bürger:innen,Einzelperson(en),Nordrhein-Westfalen,50996,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100270,,
100466,"Wie können wir allen Bürgern einen Zugang zu regional produziertem Obst und Gemüse geben, um so insbesondere beim Transport CO2 zu sparen?",,,Bürger:innen,Einzelperson(en),Nordrhein-Westfalen,52072,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100466,,
100511,"Wie können wir es schaffen, dass die Empfehlungen der Planetary Health Diet für eine pflanzenbasierte Ernährung jeder/m Einzelnen bekannt sind und mit praktischen Wissensangeboten und Tools in den Alltag integriert werden können?",,"Alle Altersgruppen, d.h. Kita- und Schulkinder, Jugendliche, gesunde Erwachsene",Bürger:innen,Einzelperson(en),Nordrhein-Westfalen,40211,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100511,,
100382,"Wie können wir innerhalb der nächsten fünf Jahre zu einer attraktiven und sicheren, durchgehenden Fahrradwegeinfrastruktur in den Städten kommen?",,Verkehrsplaner der Städte,Bürger:innen,Einzelperson(en),Nordrhein-Westfalen,45134,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100382,,
100028,Wie können wir öffentliche Verkehrsmittel ausbauen?,,Alle,Bürger:innen,Einzelperson(en),Nordrhein-Westfalen,52146,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100028,,
100029,Wie können wir öffentliche Verkehrsmittel ausbauen?,,,Bürger:innen,Einzelperson(en),Nordrhein-Westfalen,52074,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100029,,
100789,Wie können wir in Zukunft die Wohnorte klima- und pandemieresilienter machen und gleichzeitig die Bodenknappheit lösen sowie das soziale Miteinander stärken?,,An Städte und Gemeinden,Bürger:innen,Einzelperson(en),Nordrhein-Westfalen,40468,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100789,,
100437,"Wie können wir Menschen aus allen Bereichen der Gesellschaft an der Gestaltung der öffentlichen Räume in den Stadtzentren und Ortskernen beteiligen, damit offene, attraktive Orte für Kommunikation, Handel, Kultur etc. entstehen und die Innenstädte gestärkt werden?",,,Bürger:innen,Einzelperson(en),Nordrhein-Westfalen,59071,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100437,,
100137,"Wie können wir in Deutschland die ökologisch verödeten Flächen durch Rewilding wieder beleben, was die Effekte der Klimakrise mildern bzw. ihnen entgegenwirken würde (Bäume sind eine sehr effektive Carbon-Capture-Technologie).",,"Bewohnerinnen von Dörfern und Städten in zunehmend heißeren Gegenden und weitgehend entwaldeten in Deutschland, z.B. Großraum Mainz",Bürger:innen,Einzelperson(en),Rheinland-Pfalz,55129,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100137,,
100194,Wie können wir durch die Digitalisierung eine starke klimaneutrale Lebensmittelproduktion erreichen?,,"Landwirte, Verbraucher",Bürger:innen,Einzelperson(en),Rheinland-Pfalz,67655,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100194,,
100623,"Wie können wir durch generationenübergreifendes Spielen on und offline, die Kontakte und sozialen Zusammenhalt zwischen den Generationen verbessern und gleichzeitig der Vereinsamung von Menschen jeden Alters vorbeugen?",,Alle Generationen und Schichten der Gesellschaft.,Bürger:innen,Einzelperson(en),Rheinland-Pfalz,66851,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100623,,
100164,Wie können wir psychische Gesundheitsinformationen und -angebote für Menschen aus Einkommens- und Bildungsschwachen sozialen Schichten zugänglicher machen um die psychische Gesundheit in diesen Schichten gezielt zu stärken?,,"Personen mit geringem Sozioökonomischen Status, geringem Bildungsniveau und geringem Einkommen.",Bürger:innen,Einzelperson(en),Saarland,66121,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100164,,
100510,"Wie können wir Schüler:innen eine effiziente und wirksame psychologische Betreuung anbieten, ohne dass jegliches Unbehagen aufkommt und unter Vermeidung eines Abhängigkeitsverhältnisses hinsichtlich der/des Erziehungsberechtigten?",,,Bürger:innen,Einzelperson(en),Saarland,66636,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100510,,
100357,"Wie können wir offene Begegnungsräume für alle Menschen nichtkommerziell und barrierefrei in jeder Stadt oder jedem Stadtteil schaffen? Um somit allen Teilhabe und Austausch über Zukunft, Nachbarschaft und Demokratie zu ermöglichen?",,"alle Menschen, Nachbarschaft, Menschen mit und ohne Behinderungen uvm.",Bürger:innen,Einzelperson(en),Sachsen,4229,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100357,,
100688,"Wie können wir (unter Kontaktbeschränkungen) Beteiligung von und Austausch mit Menschen ermöglichen, für die die Nutzung digitaler Kommunikationsmittel schwierig oder nicht möglich ist?“",,"z.B. ältere Menschen, Menschen mit Behinderungen, Menschen in prekären Lebenslagen, Menschen ohne Internetzugang",Bürger:innen,Einzelperson(en),Schleswig-Holstein,25524,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100688,,
100571,"Wie können wir erreichen, dass möglichst keine einzige Impf-Dosis verloren geht? Wie löst man diese Allokationsaufgabe bevor es ein Allokationsproblem wird?",,"Impf-Interessenten, die keiner Priorisierungsgruppe (bzw. Gruppe 4) angehören.",Bürger:innen,Einzelperson(en),Schleswig-Holstein,23564,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100571,,
100609,"Wie können wir Verwaltungsleistungen gestalten und anbieten, so dass sie auch inklusiv für Menschen mit ADHS und Autismus (Neurodiverse) sind?",,Alle,Bürger:innen,Einzelperson(en),Schleswig-Holstein,24119,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100609,,
100032,"Wie können wir Strom mit natürlichen, allgemeinen Mitteln ohne großen Aufwand herstellen?",,Alle Bürger*innen,Bürger:innen,Einzelperson(en),Schleswig-Holstein,24214,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100032,,
100130,"Wie können wir dafür sorgen, dass das Modell ""Dorfnetz"" entsteht und daraus ein Konzept entwickelt wird, das Menschen im ländlichen Raum fachlich und wirtschaftlich in die Lage versetzt, Gebäude in Kleinstsiedlungen weitestgehend  klimaneutral mit Energie und Wärme zu versorgen?",,"Immobilienbesitzer, Wohngenossenschaften, landwirtschaftliche Betriebe und Bewohner in kleinen Siedlungen (sogenannte Splittersiedlungen) im ländlichen Raum",Bürger:innen,Einzelperson(en),Schleswig-Holstein,24214,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100130,,
100649,Wie können wir die Wiederverwendbarkeit von Recycling Abfall (gelber Sack/Tonne) auf über 90% steigern bei minimaler Einschränkung der Gestaltung von Verpackungen durch den Hersteller und ohne unzumutbaren Qualitätsverlust und Kosten beim Verbraucher?,,Alle,Bürger:innen,Einzelperson(en),Schleswig-Holstein,25337,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100649,,
100288,"Wie können wir es schaffen, dass wir unsere Gewässer nachhaltig bewirtschaften?",,Alle,Bürger:innen,Einzelperson(en),Schleswig-Holstein,24937,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100288,,
100138,Wie können wir den Ausbau der Erneuerbaren Energien beschleunigen um bis 2030 eine klimaneutrale Stromversorgung sicher zu stellen und im CO2-Budget zu bleiben?,,Bewohner im ländlichen Raum brauchen eine Vorstellung wieviel ihrer Flächen für Wind und PV benötigt wird. Politiker brauchen das Wissen und den Mut das zu vermitteln und unterstützen.,Bürger:innen,Einzelperson(en),Schleswig-Holstein,25524,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100138,,
100379,"Wie können wir das Leitbild ""Einfamilienhaus"" durch Präferenzen für klimafreundliches und gesellschaftsorientiertes Wohnen und Leben ersetzen, wozu z.B. die Verfügbarkeit und Nutzung von Gemeinschaftseinrichtungen gehören würde?",,"Die bau- und EFH-willige Mittelschicht! Sprich: primär junge Familien, junge Berufstätige (weil die gerade ihren Ort zum Leben suchen)",Bürger:innen,Einzelperson(en),Schleswig-Holstein,24943,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100379,,
100073,"Wie können wir Politiker*innen und Entscheider*innen dazu bewegen, die Mitarbeit und Mitbestimmung der Bevölkerung nachzufragen?",,Politiker*innen und Entscheider*innen,Bürger:innen,Einzelperson(en),Schleswig-Holstein,25785,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100073,,
100072,Wie können wir Dorfbewohner*innen aller Generationen in kleinen Dörfern (unter 1000 Einwohner*innen) zur Mitgestaltung des Dorfes bewegen?,,Dorfbewohner*innen kleiner Dörfer,Bürger:innen,Einzelperson(en),Schleswig-Holstein,25785,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100072,,
100134,Wie können wir Schüler auf das Leben vorbereiten?,,16-20 jährige,Bürger:innen,Einzelperson(en),Thüringen,4600,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100134,,
100557,Wie können wir pflanzenbasierte Lebensmittel/Ernährung für die nicht so wohlhabenden Bürger*innen attraktiver machen und so fördern?,,Alle Bürger*innen,Bürger:innen,Einzelperson(en),,5204,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100557,,
100484,"Wie können wir Deutschland und den Deutschen die Angst vor der Digitalisierung nehmen und ein gesünderes, angstfreies Verhältnis zum Datenschutz finden, das es unserer Gesellschaft und unserer Wirtschaft erlaubt, die Vorteile der Digitalisierung undogmatisch zu nutzen?","Die GDPR Bestimmungen haben sich zu einem Hemmschuh der Digitalisierung entwickelt.  SM Konzerne, die eigentlich reguliert werden sollten, können sich durch hohe Legal Budgets dem eigentlichen Zweck der Regulierung entziehen, während junge Start-ups sich mit bürokratischen, teuren und komplizierten Regularien beschäftigen müssen. Aufgrund der jüngeren deutschen Geschichte ist die Angst vor Überwachung und dem Verlust der Privatsphäre sehr hoch. Dies führt teilweise zu einer dogmatischen Herangehensweise an die Digitalisierung, wie es sich auch momentan in der Rückverfolgung der Kontaktketten in der Coronakrise zeigt. Welche technologischen, rechtlichen und soziologischen Maßnahmen sind nötig, um diese “Angst“ zu überwinden?","Stakeholder in der Umsetzung von Digitalisierungsmaßnehmen, Datenschützer, Gesellschaftswissenschaftler, Gesetzgeber, Nutzer, Unternehmer – Start-ups",Wirtschaft,Electronic German Link GmbH,Schleswig-Holstein,23843,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100484,,
100355,"Wie können wir vielfältige Arbeits- und Zeitmodelle gestalten, in denen ein stabiles Familienleben und berufliche Sicherheit sowie Karriere stattfinden können? Für Mütter und Väter?",,"Eltern, Familien, Teams, Unternehmen",Wirtschaft,Elementartraining,Nordrhein-Westfalen,48157,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100355,,
100356,"Wie können wir es schaffen, dass lebenslanges Lernen nicht als unwichtig, sondern als ganzheitlicher Gewinn erlebt wird? Damit Menschen als Mitarbeitende jeder Ebene mit Veränderungen und Herausforderungen befähigt und kompetent umgehen sowie an, mit und über sich hinaus wachsen?","Unsere gesellschaftliche Lernkultur ist sehr beengt. Besonders in krisenhaften Zeiten wird deutlich, welchen Stellenwert Weiterentwicklung eigentlich hat. Wenn in Unternehmen Mitarbeitende effizient und passgenau weitergebildet werden, erleben sie eigene Erfolge und Erfolge als Team. Sie wachsen miteinander und zusammen. Sie können den vielfältigen Herausforderungen und Veränderungsprozessen, die an sie gestellt werden, kompetent und stark begegnen. 
Erleben Unternehmen und Mitarbeitende welchen Wert dies für Jeden hat und wie die sich individuell positiv und gemeinschaftlich auswirkt, entsteht eine konstruktive Lern- und Leistungskultur. 
In der Veränderungen als Chance wahrgenommen werden, Fehler erlaubt sind, eine starke Feedbackkultur gelebt wird und Neuerungen Zustimmung finden.","Personalentwickler, Führungskräfte, Geschäftsführer, Unternehmen, Startups",Wirtschaft,Elementartraining,Nordrhein-Westfalen,48157,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100356,,
100358,Wie können wir als Gesellschaft und in Schulen Kindern und Heranwachsenden verstärkt Achtsamkeit beibringen um ihre Resilienz zu stärken?,"Unsere Kinder bekommen schulischen Wissen vermittelt, jedoch fehlt es häufig an der Vermittlung lebenswichtiger Kompetenzen.Wir alle erleben momentan, wie wichtig all diese Kompetenzen sind. 

Nutzen wir die Erkenntnis, um andere Fähigkeiten zu vermitteln: 
- mit Ängsten umgehen
- Zeit trotz Unsicherheit kreativ, selbstwirksam und positiv verbringen 
- Nähe trotz Distanz herstellen
- Stärke in sich finden
- mit negativen Gedanken umgehen
- mentale Gesundheit aktiv fördern
- Bedeutung von Empathie und Solidarität
- Befähigung zum konstruktiven Umgang mit Veränderungen und Unbekanntem

Schule und Gesellschaft können nicht alle Fragen des Lebens klären, sie können jedoch lebenspraktische Werkzeuge mitgeben, damit Schüler:innen ihr Leben selbstsicher und selbstwirksam gestalten können.","Kinder, heranwachsende, Schulen, Lehrer, Eltern, Familien, Großeltern, Alle",Wirtschaft,Elementartraining,Nordrhein-Westfalen,48157,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100358,,
